Firmware Version = HSP2SPO2_3_4.6, Sensor Hub Version = 30.8.3
AEC=ON,SCD=ON,Operation Mode=Raw,Algo Mode=2:Continuous HRM,Sample Rate (Hz)=100,Sample Averaging=4,Pulse Width (usec)=21.3,ADC Range (nA)=32768,ADC 2 Range (nA)=32768,IR PA (mA)=124,Red PA (mA)=124,Green PA (mA)=20,IR LED Range (mA)=124,Red LED Range (mA)=124,Green LED Range (mA)=124,Adj. Target PD Current Period=1800,Motion Det. Threshold=0.05,Min. PD Current=5,Init PD Current=10,Target PD Current=10,HR Confidence Level=0,HR Expiration Threshold=30,Init Integration Time=117.3,Min. Integration Time=14.8,Max. Integration Time=117.3,Init F Sampling-Avg=100 sps, avg=4,Min. F Sampling-Avg=25 sps, avg=1,Max. F Sampling-Avg=100 sps, avg=4
PPG registers dump,0=0,1=0,2=0,3=0,9=3F,A=0,B=0,C=0,D=2,10=0,11=3,12=88,13=40,14=0,15=0,16=40,20=0,21=0,22=0,23=0,24=0,25=0,26=0,27=0,28=0,29=0,2A=0,2B=0,2C=0,2D=0,2E=0,2F=0,30=0,31=0,32=0,33=0,34=0,35=0,36=0,37=0,40=0,41=0,42=0 
Time, Sample Count, Green Count, Green2 Count, IR Count, Red Count, X Axis Acceleration (g), Y Axis Acceleration (g), Z Axis Acceleration (g), Operating Mode, Heart Rate (bpm), HR Confidence (%), RR, RR Confidence (%), Activity, R Value, SpO2 Confidence (%), SpO2 (%), SpO2 Percent Complete, Low Signal Quality, Motion Flag, WSPO2 Low Pi, Unreliable R, SpO2 State, SCD State, SAMPLE Time, Walk Steps, Run Steps, KCal, Tot. Act. Energy, Ibi Offset
2022-02-17 13:08:35.479,42,24640,21532,77612,24286,0.978,-0.18,0.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:35.527,43,24628,21518,77616,24294,0.979,-0.189,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:35.559,44,24620,21517,77635,24292,0.979,-0.184,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:35.606,45,24619,21513,77648,24293,0.978,-0.182,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:35.684,46,24613,21502,77675,24299,0.979,-0.189,0.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:35.716,47,24613,21516,77673,24303,0.978,-0.18,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:35.764,48,24617,21511,77697,24312,0.979,-0.185,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:35.795,49,24616,21515,77711,24309,0.979,-0.19,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:35.888,50,24627,21525,77737,24315,0.979,-0.18,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:35.920,51,24628,21534,77750,24317,0.979,-0.177,0.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:35.966,52,24634,21540,77767,24326,0.979,-0.173,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:35.997,53,24637,21545,77776,24324,0.979,-0.176,0.231,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.088,54,24658,21563,77801,24332,0.977,-0.184,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.120,55,24664,21570,77817,24329,0.979,-0.188,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.168,56,24665,21573,77804,24337,0.979,-0.186,0.231,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.199,57,24663,21571,77767,24325,0.979,-0.174,0.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.278,58,24633,21555,77694,24310,0.979,-0.181,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.325,59,24597,21518,77642,24302,0.979,-0.183,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.356,60,24555,21471,77605,24299,0.979,-0.189,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.403,61,24527,21442,77592,24291,0.978,-0.183,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.435,62,24483,21410,77594,24291,0.979,-0.172,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.483,63,24470,21392,77599,24295,0.979,-0.185,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.514,64,24452,21372,77604,24299,0.979,-0.17,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.562,65,24438,21352,77609,24289,0.979,-0.183,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.609,66,24410,21340,77613,24298,0.979,-0.179,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.641,67,24401,21334,77619,24292,0.979,-0.178,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.688,68,24396,21331,77638,24299,0.979,-0.186,0.231,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.719,69,24388,21321,77638,24298,0.979,-0.175,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.768,70,24386,21317,77668,24305,0.979,-0.185,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.798,71,24392,21325,77675,24307,0.979,-0.184,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.846,72,24384,21333,77689,24308,0.979,-0.171,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.876,73,24397,21332,77714,24311,0.979,-0.183,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.924,74,24391,21333,77712,24310,0.978,-0.177,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:36.971,75,24397,21345,77731,24309,0.979,-0.172,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.002,76,24414,21353,77743,24321,0.979,-0.184,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.048,77,24425,21368,77769,24326,0.979,-0.171,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.080,78,24443,21373,77781,24320,0.978,-0.175,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.128,79,24447,21383,77792,24321,0.979,-0.182,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.174,80,24452,21395,77753,24322,0.979,-0.178,0.231,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.206,81,24429,21377,77689,24298,0.979,-0.176,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.238,82,24395,21336,77631,24297,0.979,-0.183,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.285,83,24353,21295,77595,24288,0.979,-0.184,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.332,84,24324,21253,77573,24277,0.979,-0.178,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.378,85,24294,21215,77588,24280,0.979,-0.177,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.410,86,24280,21196,77586,24280,0.978,-0.181,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.458,87,24257,21178,77597,24273,0.979,-0.19,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.491,88,24251,21160,77596,24279,0.979,-0.176,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.522,89,24243,21149,77592,24287,0.979,-0.183,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.570,90,24224,21126,77602,24283,0.978,-0.19,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.617,91,24222,21121,77597,24286,0.979,-0.176,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.648,92,24221,21113,77619,24287,0.979,-0.185,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.680,93,24213,21120,77631,24280,0.978,-0.184,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.728,94,24218,21117,77654,24297,0.978,-0.187,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.760,95,24223,21129,77663,24301,0.979,-0.185,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.808,96,24225,21126,77674,24289,0.977,-0.183,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.840,97,24237,21138,77685,24296,0.979,-0.181,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.888,98,24242,21152,77695,24289,0.979,-0.179,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.920,99,24252,21150,77714,24302,0.979,-0.178,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.967,100,24263,21167,77717,24299,0.978,-0.183,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:37.999,101,24271,21180,77744,24304,0.978,-0.187,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.046,102,24287,21192,77759,24307,0.979,-0.179,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.078,103,24308,21205,77756,24302,0.979,-0.184,0.231,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.126,104,24299,21201,77711,24283,0.979,-0.17,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.158,105,24285,21184,77655,24275,0.978,-0.173,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.206,106,24257,21147,77621,24275,0.979,-0.176,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.254,107,24223,21114,77593,24270,0.979,-0.183,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.286,108,24214,21099,77603,24272,0.979,-0.178,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.333,109,24203,21072,77600,24268,0.978,-0.174,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.365,110,24189,21054,77612,24277,0.978,-0.178,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.411,111,24194,21053,77618,24275,0.978,-0.173,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.459,112,24192,21048,77624,24276,0.978,-0.18,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.491,113,24191,21040,77617,24271,0.979,-0.184,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.523,114,24192,21045,77630,24281,0.979,-0.177,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.571,115,24197,21047,77650,24272,0.979,-0.179,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.603,116,24206,21048,77669,24283,0.979,-0.172,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.635,117,24224,21065,77682,24283,0.978,-0.18,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.727,118,24224,21073,77707,24279,0.979,-0.185,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.759,119,24245,21083,77721,24290,0.979,-0.171,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.806,120,24250,21084,77740,24285,0.978,-0.172,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.837,121,24269,21105,77749,24288,0.978,-0.175,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.883,122,24286,21122,77769,24295,0.979,-0.169,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.915,123,24310,21139,77784,24291,0.979,-0.179,0.231,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:38.960,124,24325,21147,77813,24300,0.978,-0.175,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.008,125,24344,21172,77827,24305,0.979,-0.179,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.054,126,24353,21179,77801,24300,0.979,-0.179,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.086,127,24347,21191,77756,24290,0.979,-0.17,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.118,128,24324,21151,77702,24286,0.979,-0.177,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.165,129,24307,21118,77652,24270,0.979,-0.183,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.197,130,24276,21073,77633,24262,0.978,-0.178,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.244,131,24259,21035,77625,24268,0.978,-0.173,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.277,132,24248,21021,77626,24266,0.978,-0.169,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.324,133,24227,21000,77640,24267,0.979,-0.181,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.355,134,24229,20988,77647,24256,0.979,-0.169,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.403,135,24208,20980,77654,24260,0.978,-0.177,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.435,136,24214,20972,77654,24260,0.978,-0.18,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.483,137,24210,20968,77664,24267,0.978,-0.177,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.515,138,24213,20968,77682,24265,0.979,-0.171,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.563,139,24215,20969,77686,24268,0.978,-0.169,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.595,140,24224,20979,77710,24270,0.978,-0.189,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.643,141,24235,20992,77715,24275,0.978,-0.171,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.688,142,24247,20998,77731,24267,0.978,-0.171,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.720,143,24251,21012,77752,24275,0.979,-0.169,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.767,144,24253,21019,77764,24274,0.979,-0.172,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.799,145,24259,21032,77776,24277,0.979,-0.173,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.847,146,24274,21046,77799,24281,0.979,-0.174,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.894,147,24288,21061,77815,24276,0.978,-0.172,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.926,148,24301,21083,77825,24289,0.979,-0.178,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:39.974,149,24304,21086,77821,24285,0.979,-0.171,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.006,150,24288,21090,77767,24275,0.979,-0.178,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.054,151,24271,21060,77700,24270,0.978,-0.164,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.085,152,24229,21018,77651,24255,0.978,-0.175,0.233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.132,153,24200,20971,77628,24244,0.979,-0.179,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.169,154,24167,20931,77617,24247,0.978,-0.174,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.209,155,24141,20908,77621,24249,0.979,-0.166,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.257,156,24121,20881,77623,24244,0.978,-0.174,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.289,157,24113,20875,77621,24249,0.978,-0.179,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.321,158,24095,20858,77623,24244,0.978,-0.175,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.368,159,24085,20849,77625,24244,0.979,-0.172,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.401,160,24072,20845,77628,24249,0.979,-0.166,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.448,161,24069,20837,77649,24243,0.979,-0.167,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.480,162,24062,20846,77660,24241,0.979,-0.171,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.528,163,24061,20841,77662,24249,0.978,-0.177,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.560,164,24065,20863,77683,24246,0.978,-0.153,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.605,165,24073,20868,77687,24233,0.978,-0.19,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.636,166,24078,20894,77682,24242,0.978,-0.159,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.684,167,24086,20901,77700,24239,0.979,-0.157,0.232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.716,168,24088,20918,77713,24245,0.978,-0.161,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.764,169,24095,20931,77730,24249,0.979,-0.173,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.796,170,24107,20943,77750,24247,0.979,-0.173,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.843,171,24112,20961,77772,24259,0.979,-0.169,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.875,172,24120,20984,77777,24256,0.979,-0.167,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.922,173,24112,20983,77749,24250,0.979,-0.175,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:40.969,174,24080,20961,77683,24244,0.979,-0.158,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.000,175,24043,20917,77639,24236,0.978,-0.179,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.045,176,23999,20870,77611,24228,0.979,-0.183,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.077,177,23971,20828,77581,24223,0.978,-0.176,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.125,178,23940,20796,77583,24225,0.978,-0.167,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.157,179,23906,20761,77574,24217,0.978,-0.176,0.238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.203,180,23891,20748,77576,24220,0.978,-0.187,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.235,181,23872,20727,77567,24213,0.979,-0.178,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.282,182,23857,20715,77556,24205,0.978,-0.165,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.315,183,23846,20700,77559,24205,0.979,-0.159,0.234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.362,184,23824,20699,77561,24204,0.978,-0.169,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.409,185,23824,20690,77572,24205,0.978,-0.189,0.242,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.455,186,23821,20698,77588,24206,0.978,-0.179,0.239,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.486,187,23814,20704,77596,24206,0.978,-0.173,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.533,188,23810,20706,77596,24204,0.979,-0.161,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.565,189,23807,20713,77613,24217,0.979,-0.175,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.596,190,23813,20713,77630,24207,0.979,-0.176,0.237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.642,191,23811,20729,77638,24217,0.978,-0.171,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.689,192,23820,20740,77643,24207,0.978,-0.173,0.235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.722,193,23819,20744,77652,24211,0.978,-0.171,0.236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2022-02-17 13:08:41.770,194,23823,20771,77660,24212,0.978,-0.169,0.242,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
