Firmware Version = HSP2SPO2_3_4.6, Sensor Hub Version = 30.8.3
AEC=ON,SCD=ON,Operation Mode=Algorithm,Algo Mode=2:Continuous HRM,Sample Rate (Hz)=100,Sample Averaging=4,Pulse Width (usec)=21.3,ADC Range (nA)=32768,ADC 2 Range (nA)=32768,IR PA (mA)=124,Red PA (mA)=124,Green PA (mA)=20,IR LED Range (mA)=124,Red LED Range (mA)=124,Green LED Range (mA)=124,Adj. Target PD Current Period=1800,Motion Det. Threshold=0.05,Min. PD Current=5,Init PD Current=10,Target PD Current=10,HR Confidence Level=0,HR Expiration Threshold=30,Init Integration Time=117.3,Min. Integration Time=14.8,Max. Integration Time=117.3,Init F Sampling-Avg=100 sps, avg=4,Min. F Sampling-Avg=25 sps, avg=1,Max. F Sampling-Avg=100 sps, avg=4
PPG registers dump,0=0,1=0,2=0,3=0,9=3F,A=0,B=0,C=0,D=2,10=0,11=3,12=88,13=40,14=0,15=0,16=40,20=0,21=0,22=0,23=0,24=0,25=0,26=0,27=0,28=0,29=0,2A=0,2B=0,2C=0,2D=0,2E=0,2F=0,30=0,31=0,32=0,33=0,34=0,35=0,36=0,37=0,40=0,41=0,42=0 
Time, Sample Count, Green Count, Green2 Count, IR Count, Red Count, X Axis Acceleration (g), Y Axis Acceleration (g), Z Axis Acceleration (g), Operating Mode, Heart Rate (bpm), HR Confidence (%), RR, RR Confidence (%), Activity, R Value, SpO2 Confidence (%), SpO2 (%), SpO2 Percent Complete, Low Signal Quality, Motion Flag, WSPO2 Low Pi, Unreliable R, SpO2 State, SCD State, SAMPLE Time, Walk Steps, Run Steps, KCal, Tot. Act. Energy, Ibi Offset
2022-02-17 13:16:18.257,172,104574,84230,0,1,0.916,-0.316,0.359,2,61,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47825,--,--,--,--,--
2022-02-17 13:16:18.391,173,104542,84205,1,0,0.914,-0.315,0.362,2,61,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47825,--,--,--,--,--
2022-02-17 13:16:18.447,175,104523,84186,0,1,0.915,-0.311,0.362,2,61,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47825,--,--,--,--,--
2022-02-17 13:16:18.505,176,104540,84196,0,0,0.916,-0.323,0.362,2,61,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47825,--,--,--,--,--
2022-02-17 13:16:18.511,177,104535,84205,0,0,0.913,-0.313,0.363,2,62,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47825,--,--,--,--,--
2022-02-17 13:16:18.565,178,104556,84228,1,1,0.915,-0.306,0.362,2,62,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:18.632,179,104581,84247,0,0,0.919,-0.31,0.363,2,62,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:18.637,181,104635,84311,0,0,0.913,-0.312,0.363,2,62,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:18.698,182,104672,84346,0,1,0.914,-0.323,0.363,2,62,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:18.758,183,104711,84381,0,0,0.913,-0.315,0.364,2,62,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:18.812,186,104677,84339,0,1,0.908,-0.315,0.367,2,62,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:18.868,187,104532,84182,0,0,0.916,-0.315,0.362,2,63,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:18.921,188,104363,84055,0,0,0.922,-0.295,0.356,2,63,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:18.981,189,104139,83998,1,0,0.919,-0.301,0.358,2,63,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:18.987,190,104087,84030,0,0,0.944,-0.165,0.274,2,63,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:19.039,191,104068,83896,1,0,0.862,0.318,0.499,2,63,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:19.138,192,104078,84023,1,0,0.607,-0.189,0.552,2,63,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:19.196,193,105277,84940,1,0,0.503,-0.238,0.39,2,63,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:19.248,194,107210,85864,0,2,0.326,-0.791,0.168,2,63,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:19.306,195,108581,86935,0,0,0.629,-1.952,0.177,2,63,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:19.311,196,108148,87714,1,0,0.946,-1.846,0.408,2,63,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:19.367,197,107526,87853,0,0,1.638,-1.479,-0.184,2,64,0,336.8,3,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:19.420,198,107108,87948,0,1,0.348,0.163,0.867,2,64,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:19.512,200,106694,86586,1,0,-1.461,1.965,1.875,2,64,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:19.566,201,105706,87106,0,2,-0.499,-0.827,0.839,2,64,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47826,--,--,--,--,--
2022-02-17 13:16:19.632,203,102462,87827,0,0,1.007,-2.934,0.456,2,64,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:19.642,204,103558,85910,0,0,-1.522,3.563,0.842,2,64,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:19.699,205,103372,86195,0,0,-1.385,2.397,1.647,2,64,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:19.704,206,101994,86640,1,0,-0.488,-1.929,1.221,2,64,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:19.767,207,100536,86229,0,0,1.61,-5.468,1.291,2,65,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:19.782,208,101213,86681,0,0,0.411,-2.103,0.495,2,65,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:19.834,209,102195,84981,0,1,-1.583,3.636,0.654,2,65,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:19.881,210,101499,85698,1,1,-1.291,3.293,1.628,2,65,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:19.930,211,99774,84805,0,0,-0.406,-3.571,1.259,2,65,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:19.986,212,98911,83835,1,1,1.708,-5.451,0.976,2,65,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:19.991,213,99618,84075,0,1,0.011,-1.307,0.451,2,65,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:20.045,214,99791,82205,0,1,-2.004,4.987,0.719,2,65,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:20.103,215,97388,82951,2,0,-1.429,0.917,1.249,2,65,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:20.108,216,96529,82159,0,0,0.53,-5.955,1.322,2,65,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:20.169,217,97036,82632,1,1,1.956,-3.837,0.391,2,65,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:20.221,218,97420,81199,0,0,-0.892,-0.131,0.604,2,66,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:20.226,219,96949,80084,0,0,-1.509,4.264,1.45,2,66,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:20.280,220,95154,80855,0,0,-1.424,1.257,1.365,2,66,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:20.334,221,94143,80370,0,1,1.134,-6.854,1.13,2,66,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:20.339,222,94967,80856,0,1,1.925,-3.812,-0.012,2,66,0,345.1,3,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:20.396,223,95261,78803,0,0,-1.474,3.651,0.6,2,66,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:20.448,224,93434,79577,0,1,-1.849,3.086,2.337,2,66,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:20.500,225,92131,79788,0,0,-1.024,-3.745,1.333,2,66,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:20.505,226,93049,79610,0,1,1.73,-5.205,-0.141,2,66,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47827,--,--,--,--,--
2022-02-17 13:16:20.563,227,94612,78995,0,0,0.451,-0.656,-0.644,2,66,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:20.614,228,93274,78706,1,0,-1.306,4.1,1.871,2,66,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:20.622,229,91903,79685,0,0,-1.51,1.864,2.018,2,66,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:20.670,230,91788,78797,0,0,-0.677,-5.074,1.166,2,66,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:20.727,231,92443,78818,2,0,1.931,-4.458,-0.789,2,66,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:20.788,232,92973,77624,0,0,0.31,-1.118,-0.241,2,66,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:20.794,233,90774,77812,1,0,-1.798,4.003,2.862,2,66,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:20.852,234,89625,77987,0,0,-1.723,1.821,1.872,2,66,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:20.858,235,89486,77277,0,0,-0.642,-5.237,0.313,2,66,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:20.914,236,90095,77179,0,0,2.428,-4.803,-1.105,2,67,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:20.969,237,90366,76903,0,1,0.133,-0.476,0.557,2,67,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:20.981,238,88407,76863,0,0,-2.171,4.335,2.88,2,67,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:21.037,239,87966,77066,0,0,-1.771,1.495,1.669,2,67,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:21.062,240,88277,76340,0,0,-0.358,-5.718,0.197,2,67,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:21.130,241,88714,76245,0,1,2.524,-4.371,-1.302,2,67,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:21.188,242,88463,75668,0,0,-0.908,0.747,1.584,2,67,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:21.194,243,86901,76213,0,1,-1.605,3.959,3.496,2,67,0,323.9,3,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:21.255,244,86516,76562,0,1,-1.819,0.399,0.76,2,67,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:21.261,246,87362,75614,0,0,1.918,-3.614,-0.978,2,67,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:21.318,247,86968,75335,0,0,-1.819,3.068,2.464,2,67,0,0,0,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:21.377,248,85880,75918,0,0,-1.532,4.147,3.074,2,67,0,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:21.381,249,85372,75505,1,0,-1.344,-2.937,0.185,2,67,0,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:21.438,250,86131,74931,0,0,1.819,-5.708,-1.417,2,67,0,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:21.494,251,86251,74108,1,0,0.415,-0.338,-0.234,2,67,0,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47828,--,--,--,--,--
2022-02-17 13:16:21.499,252,84337,74472,1,1,-1.68,4.347,3.552,2,67,0,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47829,--,--,--,--,--
2022-02-17 13:16:21.559,253,84001,74808,1,0,-2.153,0.554,1.669,2,67,0,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47829,--,--,--,--,--
2022-02-17 13:16:21.628,254,84534,74245,1,0,0.256,-6.566,-0.612,2,67,0,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47829,--,--,--,--,--
2022-02-17 13:16:21.692,255,85233,74126,0,1,2.518,-3.458,-2.071,2,67,0,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47829,--,--,--,--,--
2022-02-17 13:16:21.700,0,84128,73236,0,0,-1.824,2.62,2.706,2,67,0,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47829,--,--,--,--,--
2022-02-17 13:16:21.781,1,83517,74370,0,0,-1.732,4.156,3.859,2,67,0,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47829,--,--,--,--,--
2022-02-17 13:16:21.789,2,83160,74720,0,1,-1.664,-1.159,0.652,2,67,0,306.6,35,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47829,--,--,--,--,--
2022-02-17 13:16:21.857,3,84020,73690,0,0,1.55,-6.241,-1.624,2,67,0,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47829,--,--,--,--,--
2022-02-17 13:16:21.863,4,84865,72984,0,1,0.878,-1.779,-1.014,2,67,0,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47829,--,--,--,--,--
2022-02-17 13:16:21.928,5,83280,73501,0,1,-3.562,4.5,4.427,2,67,0,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47829,--,--,--,--,--
2022-02-17 13:16:21.983,6,82727,74519,1,0,-2.775,2.295,2.453,2,67,0,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47829,--,--,--,--,--
2022-02-17 13:16:21.989,7,82823,73805,0,0,-0.409,-7.253,-0.747,2,67,0,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47829,--,--,--,--,--
2022-02-17 13:16:22.042,8,84199,73256,0,0,3.666,-4.508,-3.219,2,67,0,0,32,REST,0,0,0,0,0,0,0,0,6,NO DECISION,47829,--,--,--,--,--
